Symbol,Name,ISIN,exchange
ABBOTINDIA,Abbott India Ltd,INE358A01014,BSE
BAJAJHLDNG,Bajaj Holdings & Investment Ltd,INE118A01012,BSE
BHARATFORG,Bharat Forge Ltd,INE465A01025,BSE
ESCORTS,Escorts Kubota Ltd,INE042A01014,BSE
HINDMOTORS,Hindustan Motors Ltd,INE253A01025,BSE
LT,Larsen & Toubro Ltd,INE018A01030,BSE
M&M,Mahindra & Mahindra Ltd,INE101A01026,BSE
BOSCHLTD,Bosch Ltd,INE323A01026,BSE
PREMIER,Premier Ltd,INE342A01018,BSE
BPCL,Bharat Petroleum Corporation Ltd,INE029A01011,BSE
SIEMENS,Siemens Ltd,INE003A01024,BSE
PEICO,Philips India Ltd,INE319A01016,BSE
TATAMOTORS,Tata Motors Ltd,INE155A01022,BSE
VOLTAS,Voltas Ltd,INE226A01021,BSE
GESHIP,Great Eastern Shipping Company Ltd,INE017A01032,BSE
ESSARSTEEL,Essar Steel Ltd,INE127A01021,BSE
ESSARPORTS,Essar Ports Ltd,INE282A01024,BSE
DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corporation Ltd,INE501A01019,BSE
SMIPHDM,Smithkline Beecham Pharmaceuticals (India) Ltd,INE266A01019,BSE
EXCELINDUS,Excel Industries Ltd,INE369A01029,BSE
GRWRHITECH,Garware Hi-Tech Films Ltd,INE291A01017,BSE
GLAXO,GlaxoSmithKline Pharmaceuticals Ltd,INE159A01016,BSE
GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Ltd,INE113A01013,BSE
NOVARTIND,Novartis India Ltd,INE234A01025,BSE
SANOFI,Sanofi India Ltd,INE058A01010,BSE
GSKCONS,GlaxoSmithkline Consumer Healthcare Ltd,INE264A01014,BSE
PARKD,Parke-Davis (India) Ltd,INE254A01015,BSE
PFIZER,Pfizer Ltd,INE182A01018,BSE
GSFC,Gujarat State Fertilizers & Chemicals Ltd,INE026A01025,BSE
HINDUNILVR,Hindustan Unilever Ltd,INE030A01027,BSE
AKZOINDIA,Akzo Nobel India Ltd,INE133A01011,BSE
FUTURAPOLY,Futura Polyesters Ltd,INE564A01017,BSE
IGLCRDM,Indo Gulf Corporation Ltd,INE022A01016,BSE
NOCIL,NOCIL Ltd,INE163A01018,BSE
RCKBEDM,Reckitt Benckiser (India) Ltd,INE274A01013,BSE
SPIC,Southern Petrochemical Industrial Corporation Ltd,INE147A01011,BSE
TATACHEM,Tata Chemicals Ltd,INE092A01019,BSE
TNPETRO,Tamilnadu Petroproducts Ltd,INE148A01019,BSE
ZUARIIND,Zuari Industries Ltd,INE217A01012,BSE
NESTLEIND,Nestle India Ltd,INE239A01024,BSE
CADBRDM,Cadbury India Ltd,INE184A01014,BSE
TATACONSUM,Tata Consumer Products Ltd,INE192A01025,BSE
ASIANPAINT,Asian Paints Ltd,INE021A01026,BSE
BRITANNIA,Britannia Industries Ltd,INE216A01030,BSE
COLPAL,Colgate Palmolive (India) Ltd,INE259A01022,BSE
EIHOTEL,EIH Ltd,INE230A01023,BSE
INDHOTEL,Indian Hotels Company Ltd,INE053A01029,BSE
CASTROLIND,Castrol India Ltd,INE172A01027,BSE
KOCHIREF,Kochi Refineries Ltd,INE123A01012,BSE
ITC,ITC Ltd,INE154A01025,BSE
APOLLOTYRE,Apollo Tyres Ltd,INE438A01022,BSE
CEATLTD,Ceat Ltd,INE482A01020,BSE
JAIPRAKASH,Jaiprakash Industries Ltd,INE575A01013,BSE
MODIRUBBER,Modi Rubber Ltd,INE832A01018,BSE
STERLITEIND,Sterlite Industries (India) Ltd,INE268A01049,BSE
FINPIPE,Finolex Industries Ltd,INE183A01024,BSE
VALUEIND,Value Industries Ltd,INE352A01017,BSE
VIDEOCONINT,Videocon International Ltd,INE341A01010,BSE
WIMCO,Wimco Ltd,INE333A01025,BSE
SBIMG90-B,SBIMG90-B,NA          ,BSE
MSTRSDM,Mastershare,INF189A01038,BSE
SBBJ,State Bank of Bikaner and Jaipur,INE648A01026,BSE
SUNRINV,Sunrise Industrial Traders Ltd,INE371U01015,BSE
ZGOLDINV,Gold Rock Investments Ltd,INE598F01014,BSE
ZMIPCOIN,Mipco Investments Ltd,NA          ,BSE
ZOCEAINV,Oceanic Investments Ltd,NA          ,BSE
PEOPLIN,Peoples Investments Ltd,INE644U01015,BSE
ZBHAVIIN,Bhavi Investments Ltd,NA          ,BSE
DSINVEST,Dalal Street Investments Ltd,INE422D01012,BSE
CENTRUM,Centrum Capital Ltd,INE660C01027,BSE
KARTKIN,Kartik Investments Trust Ltd,INE524U01019,BSE
ROSEI,Rose Investments Ltd,INE383D01016,BSE
ESSRINV,Essar Investments Ltd,NA          ,BSE
ZSURYODI,Suryodaya Investment & Trading Company Ltd,NA          ,BSE
OSCAR,Oscar Investments Ltd,INE221D01018,BSE
MAESTROM,Maestros Mediline Systems Ltd-$,INE408E01027,BSE
BIDL,Bhagyodaya Infrastructure Development Ltd,INE876D01019,BSE
TCIFINANCE,TCI Finance Ltd,INE911B01018,BSE
SAGARIN,Sagar Investments Ltd,-,BSE
LORDSMARK,Lords Mark India Ltd,INE567L01017,BSE
SHRERAN,Shree Rani Sati Investment & Finance Ltd,NA          ,BSE
ANTARIKSH,Antariksh Industries Ltd,INE825M01017,BSE
IITL,Industrial Investment Trust Ltd,INE886A01014,BSE
INDPRUD,Industrial & Prudential Investment Company Ltd,INE620D01011,BSE
TATAINVEST,Tata Investment Corporation Ltd,INE672A01018,BSE
JAYBHCR,Jayabharat Credit Ltd-$,INE998D01011,BSE
PRISMX,Prismx Global Ventures Ltd,INE286N01028,BSE
KILLICK,Killick Nixon Ltd-$,INE982A01011,BSE
KIRTIIN,Kirti Investments Ltd,NA          ,BSE
HNDTRAN,Hindustan Transmission Prod Ltd,NA          ,BSE
MOTOGENFIN,Motor & General Finance Ltd,INE861B01023,BSE
RAPIDIN,Rapid Investments Ltd,INE154M01012,BSE
ORINTIN,Oriental Industrial Investment Corporation Ltd,-,BSE
GUJORGA,Gujarat Organics Ltd,NA          ,BSE
WALCHPF,Walchand Peoplefirst Ltd,INE695D01021,BSE
ZURVICHM,Urvi Chemicals & Allied Industries Ltd,NA          ,BSE
SHAWWALLACE,Shaw Wallace & Company Ltd,INE402A01010,BSE
ZSWASTSA,Swastik Safe Deposit & Investments Ltd,INE094R01019,BSE
WHBRADY,WH Brady & Company Ltd,INE855A01019,BSE
AKASAGC,Akash Agencies Ltd,NA          ,BSE
ALERPTR,Alert Petrogas Ltd,NA          ,BSE
TECHNVISN,TechNVision Ventures Ltd,INE314H01012,BSE
SHAILY,Shaily Engineering Plastics Ltd,INE151G01028,BSE
BBTC,Bombay Burmah Trading Corporation Ltd,INE050A01025,BSE
BOMBCYC,Bombay Cycle & Motor Agency Ltd,INE691K01017,BSE
GREAVESCOT,Greaves Cotton Ltd,INE224A01026,BSE
MAFATDY,Mafatlal Dyes & Chemicals Ltd-$,INE733D01012,BSE
BOSTON,Boston Education & Software Tech. Ltd,INE122C01010,BSE
MACK,Mack Trading Company Ltd,INE436D01012,BSE
MALTC,Malabar Trading Company Ltd,INE438D01018,BSE
MULLER,Muller & Phipps India Ltd,INE003F01015,BSE
SFTL,Springform Technology Ltd,INE02ZA01012,BSE
PARDI,Parekh Distributors Ltd,INE528D01016,BSE
UNITMOT,United Motors India Ltd,NA          ,BSE
SHDHOOT,Shree Dhoot Trading & Agency Ltd,NA          ,BSE
AMALGAM,Amalgamated Electricity Company Ltd,INE492N01022,BSE
ANANDPROJ,Anand Projects Ltd,INE134R01013,BSE
ZANDHVRT,ZANDHVRT,-,BSE
INDIANVSH,IndiaNivesh Ltd,INE131H01028,BSE
TPSEC,Torrent Power SEC Ltd,INE054B01017,BSE
THAES,Thana Electric Supply Company Ltd,INE451E01019,BSE
BHARLIN,Bharat Line Ltd,NA          ,BSE
CENTPROV,Central Provinces Railways Company Ltd,INE631B01038,BSE
COASTCORP,Coastal Corporation Ltd,INE377E01024,BSE
CHOWGULSTM,Chowgule Steamships Ltd,INE490A01015,BSE
GLOBOFFS,Global Offshore Services Ltd-$,INE446C01013,BSE
MACKINN,Mackinnon Mackenzie & Company Ltd,NA          ,BSE
SCINDIA,Scindia Steam Navigation Company Ltd,NA          ,BSE
DHENUBUILD,Dhenu Buildcon Infra Ltd,INE758D01027,BSE
ASIIL,ASI Industries Ltd,INE443A01030,BSE
MEWARMR,Mewar Marbles Ltd ,NA          ,BSE
PANCHCE,Panchmahal Cement Company Ltd,-,BSE
DHARCEM,Dhar Cements Ltd,NA          ,BSE
JANPRIY,Janpriya Cement Ltd,NA          ,BSE
SAGCEM,Sagar Cements Ltd-$,INE229C01021,BSE
BAGALKOT,Bagalkot Udyog Ltd,NA          ,BSE
HEMACEM,Hemadri Cements Ltd,INE07BK01011,BSE
DECCANCE,Deccan Cements Ltd-$,INE583C01021,BSE
KLYNCEM,Kalyanpur Cements Ltd,INE991E01022,BSE
MANGLMCEM,Mangalam Cement Ltd,INE347A01017,BSE
NARMC,Narmada Cement Company Ltd,INE344A01014,BSE
OCL,OCL India Ltd,INE290B01025,BSE
NCLIND,NCL Industries Ltd-$,INE732C01016,BSE
SAURASHCEM,Saurashtra Cement Ltd,INE626A01014,BSE
SHREDIGCEM,Shree Digvijay Cement Company Ltd-$,INE232A01011,BSE
ZSOMESCE,Someshwara Cements & Chemicals Ltd,NA          ,BSE
BOMBPOT,Bombay Potteries & Tiles Ltd,INE06AE01018,BSE
BORORENEW,Borosil Renewables Ltd,INE666D01022,BSE
XCLGLASS,Excel Glasses Ltd,INE664C01029,BSE
IAG,IAG Company Ltd,INE831D01014,BSE
LERTHAI,Lerthai Finance Ltd,INE347D01011,BSE
NEYCERI,Neycer India Ltd,INE275N01013,BSE
ORSIND,Orissa Industries Ltd,NA          ,BSE
RASSIREF,Raasi Refractories Ltd-$,INE858D01017,BSE
SHVALGL,Shree Vallabh Glass Works Ltd,NA          ,BSE
TRIVENIGQ,Triveni Glass Ltd-$,INE094C01011,BSE
NILACHAL,Nilachal Refractories Ltd,INE416N01013,BSE
LAXMPOPDM,Lakshmi Porcelains Ltd,NA          ,BSE
ANDHRAPAP,Andhra Paper Ltd,INE435A01051,BSE
JOLLNEW,Jolly Board Ltd,INE532G01011,BSE
AURANPAP,Aurangabad Paper Mills Ltd,INE525C01014,BSE
BALKRISIND,Balkrishna Industries Ltd-$,INE787D01026,BSE
COAPADM,Coastal Papers Ltd,INE531C01012,BSE
ELLOPAP,Ellora Paper Mills Ltd,INE384H01023,BSE
JYNTPPR-B,Jayant Paper Mills Ltd,NA          ,BSE
MYSPAPE,Mysore Paper Mills Ltd,INE924F01012,BSE
NATHPULP,Nath Pulp & Paper Mills Ltd,INE776A01025,BSE
ORIENTPPR,Orient Paper & Industries Ltd,INE592A01026,BSE
CITADEL,Citadel Realty and Developers Ltd,INE906D01014,BSE
ROLLT,Rollatainers Ltd,INE927A01040,BSE
SESHAPAPER,Seshasayee Paper and Boards Ltd,INE630A01024,BSE
SHRVINDPPR,Shree Vindhya Paper Mills Ltd,INE210D01011,BSE
SIRPAPER,Sirpur Paper Mills Ltd,INE202C01010,BSE
SOLIDCO,Solid Containers Ltd,INE134U01017,BSE
SPECIAPP,Speciality Papers Ltd,INE260F01011,BSE
CRYSDALE,Crysdale Industries Ltd,NA          ,BSE
DHAMSUGR,Dhampur Sugar Kashipur Ltd,INE735A01013,BSE
VIDHAPA,Vidarbha Paper Mills Ltd,NA          ,BSE
SHIVAPPR,Shiva Paper Mills Ltd,INE186D01013,BSE
SHBHAWPA,Shree Bhawani Paper Mills Ltd,INE688C01010,BSE
PAMWPAP,Pamwi Tissues Ltd ,NA          ,BSE
NATHIND,Nath Industries Ltd,INE777A01023,BSE
VAPIENTER,Vapi Enterprise Ltd,INE464D01014,BSE
KITPLY,Kitply Industries Ltd,INE147B01019,BSE
ARUNODAY,Arunoday Mills Ltd,INE469E01011,BSE
BANSTEX,Banswara Textile Mills Ltd,-,BSE
BELWSPG,Belwal Spinning Mills Ltd,NA          ,BSE
SINTEX,Sintex Industries Ltd,INE429C01035,BSE
BLUBLND-B,Blue Blends (India) Ltd,INE113O01014,BSE
ZCUDDSPG,Cuddapah Spinning Mills Ltd,NA          ,BSE
DAWNMILL,Dawn Mills Company Ltd,INE179E01016,BSE
DCM,DCM Ltd,INE498A01018,BSE
DRBYTEX-B,Derby Textiles Ltd,NA          ,BSE
ZGAEKWAR,Gaekwar Mills Ltd ,INE837X01027,BSE
GNDHISP,Gandhidham Spinning & Manufacturing Company Ltd,NA          ,BSE
FORBESCO,Forbes & Company Ltd-$,INE518A01013,BSE
HPCOTTON,HP Cotton Textile Mills Ltd,INE950C01014,BSE
HINDSPG,Hindoostan Spinning Weaving Mills Ltd,INE066D01017,BSE
UNITEDINT,United Interactive Ltd,INE706D01018,BSE
JAMSHRI,Jamshri Realty Ltd-$,INE462D01034,BSE
KCTXL-B1,KC Textiles Ltd,-,BSE
KATRSPG,Katare Spinning Mills Ltd,INE498G01015,BSE
KESORAMIND,Kesoram Industries Ltd,INE087A01019,BSE
KHATAU,Khatau Makanji Spinning & Weaving Company Ltd,NA          ,BSE
LDTXL,LD Textile Industries Ltd,NA          ,BSE
LAKSHMIMIL,Lakshmi Mills Company Ltd-$,INE938C01019,BSE
VTL,Vardhman Textiles Ltd,INE825A01020,BSE
MAHWRML,Maheshwari Mills Ltd,NA          ,BSE
MALWACOTT,Malwa Cotton Spinning Mills Ltd,INE272B01015,BSE
MATUSTX,Matushree Textiles Ltd,NA          ,BSE
MODERN,Modern India Ltd-$,INE251D01023,BSE
PENINLAND,Peninsula Land Ltd,INE138A01028,BSE
NAVSARI,Navsari Cotton & Silk Mills Ltd,NA          ,BSE
PASUSPG,Pasupati Spinning & Weaving Mills Ltd,INE909B01020,BSE
PHOENIXLTD,The Phoenix Mills Ltd,INE211B01039,BSE
MARATHON,Marathon Nextgen Realty Ltd,INE182D01020,BSE
RAJABAH,Raja Bahadur International Ltd,INE491N01016,BSE
RELCHEMQ,Reliance Chemotex Industries Ltd-$,INE750D01016,BSE
RUBYMILLS,Ruby Mills Ltd,INE301D01026,BSE
SHREERAM,Shree Ram Urban infrastructure Ltd,INE164H01011,BSE
SIMPLXREA,Simplex Realty Ltd,INE167H01014,BSE
SAMSPIN,Samrat Spinners Ltd,NA          ,BSE
SUPERSYN,Super Syncotex India Ltd,INE542D01017,BSE
SVDSIMI,Svadeshi Mills Company Ltd,NA          ,BSE
SWANCORP,Swan Corp Ltd,INE665A01038,BSE
VICTMILL,Victoria Mills Ltd,INE203D01016,BSE
ZSVTRADI,SV Trading & Agencies Ltd ,INE404N01019,BSE
ZSVARAJT,Svaraj Trading & Agencies Ltd ,INE406N01014,BSE
KSHITIJ,Kshitij Investments Ltd,INE733N01011,BSE
ZDOLPINV,Dolphin Investments Ltd,NA          ,BSE
SHELLIN,Shell Infotech Ltd,-,BSE
SALSAIN,Shree Salasar Investments Ltd,INE315N01017,BSE
DHANLEELA,Dhanleela Investments & Trading Company Ltd,INE683D01027,BSE
INDSOYA,Indsoya Ltd,INE314N01028,BSE
ZODIACVEN,Zodiac Ventures Ltd,INE945J01027,BSE
AEONIA,Aeonian Investments Company Ltd,INE421F01027,BSE
VEERENRGY,Veer Energy & Infrastructure Ltd,INE255E01030,BSE
SW1,SW Investments Ltd,INE948K01011,BSE
SHETYLSDM,Shetty Leasing India Ltd,NA          ,BSE
TILAK,Tilak Ventures Ltd,INE026L01022,BSE
NEWCCRD,New City Credit & Investment Ltd,NA          ,BSE
ZMANOWIN,Manoway Investments Ltd,NA          ,BSE
KKFIN,K K Fincorp Ltd,INE509J01013,BSE
UNIJOLL,Unijolly Investments Company Ltd,INE130N01010,BSE
CMMQ,CMM Broadcasting Network Ltd,INE199B01028,BSE
WAGEND,Wagend Infra Venture Ltd,INE786K01023,BSE
ZLIGHTHS,Light House Investment Ltd,NA          ,BSE
GLMINEF,Goldmine Fintrade Ltd,NA          ,BSE
ELCIDIN,EL CID Investments Ltd,INE927X01018,BSE
ZRAIINVE,Rai Investments Ltd,NA          ,BSE
MEDIAONE,Mediaone Global Entertainment Ltd,INE828I01019,BSE
HEALINV,Healthy Investments Ltd,INE160N01017,BSE
SAHARA,Sahara One Media & Entertainment Ltd-$,INE479B01016,BSE
SOLITIN,Solitaire Investments Company Ltd,INE416G01017,BSE
COBALIN,Cobal Investments Company Ltd,NA          ,BSE
SHRENTI,Shreenath Investment Company Ltd,INE475V01012,BSE
GEODESIC,Geodesic Ltd,INE371D01029,BSE
ZHARYCONDM,ZHARYCONDM,NA          ,BSE
BANSWRAS,Banswara Syntex Ltd-$,INE629D01020,BSE
ZAMBISLK,Ambika Silk Mills Company Ltd ,NA          ,BSE
BOMSILKDM,Bombay Silk Mills Ltd,NA          ,BSE
GSLINDL,GSL India Ltd,NA          ,BSE
GRWRENY,Garware Nylons Ltd,NA          ,BSE
APR,APR Ltd,INE193A01015,BSE
MODWOOL,Modella Woollens Ltd,INE380D01012,BSE
MODIPON,Modipon Ltd,INE170C01019,BSE
NRC,NRC Ltd,INE953C01018,BSE
SHRUSYN,Shruti Synthetics Ltd,NA          ,BSE
DIGJAM,Digjam Ltd,INE471A01023,BSE
SHREESYN,Shree Synthetics Ltd,INE872B01012,BSE
SHRIDINE,Shri Dinesh Mills Ltd-$,INE204C01024,BSE
SRF,SRF Ltd,INE647A01010,BSE
SIYSIL,Siyaram Silk Mills Ltd-$,INE076B01028,BSE
SWADPOL,Swadeshi Polytex Ltd,INE243N01029,BSE
BIRLATR,Birla Transasia Carpets Ltd,INE646O01013,BSE
KAREEMS,Kareems Silk International Ltd ,NA          ,BSE
FOMEHOT,Fomento Resorts & Hotels Ltd,INE241E01014,BSE
SHRAJSYNQ,Shree Rajasthan Syntex Ltd-$,INE796C01011,BSE
HAMSTAL,HAMCO Steels & Alloys Ltd,NA          ,BSE
JAINSPN,Jain Spinners Ltd,NA          ,BSE
SUPERSP,Siddhartha Super Spinning Mills Ltd,-,BSE
JAIPURPO,Jaipur Polyspin Ltd,INE916B01017,BSE
SHRMFGC,Shree Manufacturing Company Ltd,INE632A01012,BSE
PRIYADSP,Priyadarshini Spinning Mills Ltd,INE165C01019,BSE
TRPATFB,Tirupati Fibres & Industries Ltd,NA          ,BSE
ORNTSYN,Orient Syntex Ltd,NA          ,BSE
HINDSYNTEX,Hind Syntex Ltd,INE155B01012,BSE
ZSATYASL,Satyam Silk Mills Ltd,INE07MC01015,BSE
ARIHANTIND,Arihant Industries Ltd,INE332C01015,BSE
OXEM BAP,Oxemberg Apparels Ltd,INE583O01018,BSE
ASIANELEC,Asian Electronics Ltd,INE441A01026,BSE
BAROELE,Baroda Electric Meters Ltd,NA          ,BSE
BBL,Bharat Bijlee Ltd-$,INE464A01036,BSE
CTRMFG,CTR Manufacturing Industries Ltd,INE372G01012,BSE
DEVINDL,Devidayal Industries Ltd,NA          ,BSE
ZDIGIELE,Digital Electronics Ltd,INE053N01014,BSE
EDDYCUR,Eddy Current Controls India Ltd,NA          ,BSE
ELPROINTL,Elpro International Ltd,INE579B01039,BSE
EMCO,Emco Ltd-$,INE078A01026,BSE
GEE,GEE Ltd,INE064H01021,BSE
GLOBACT,Globe Active Technologies Ltd,NA          ,BSE
HIRECT,Hind Rectifiers Ltd,INE835D01023,BSE
NIPPOBATRY,Indo National Ltd,INE567A01028,BSE
INDSCBL,Industrial Cables India Ltd,INE510J01011,BSE
ZENSARTECH,Zensar Technologies Ltd,INE520A01027,BSE
JEMINDU,JEM Industries Ltd,-,BSE
JYOTI,Jyoti Ltd-$,INE511D01012,BSE
JSLINDL,JSL Industries Ltd,INE581L01018,BSE
KAYCEEI,Kaycee Industries Ltd,INE813G01023,BSE
KHNDHER,Khandelwal Herman Electronics Ltd,NA          ,BSE
INDOKEM,Indokem Ltd,INE716F01012,BSE
PANAENERG,Panasonic Energy India Company Ltd-$,INE795A01017,BSE
MLTRNSM,Meltron Semiconductors Ltd,NA          ,BSE
NELCO,Nelco Ltd,INE045B01015,BSE
OTISEDM,OTIS Elevator Company (India) Ltd,INE099A01014,BSE
PERMAGN,Permanent Magnets Ltd-$,INE418E01018,BSE
HIGHENE,High Energy Batteries India Ltd,INE783E01023,BSE
STDBAT,Standard Batteries Ltd,INE502C01039,BSE
SYLVAEL,Sylvania & Laxman Ltd,NA          ,BSE
TRANELE,Transformers & Electricals kerala Ltd,NA          ,BSE
UNIVCABLES,Universal Cables Ltd,INE279A01012,BSE
WSI,W. S. Industries (India) Ltd-$,INE100D01014,BSE
WILLARD,Willard India Ltd,INE481D01018,BSE
DLTNCBL,Delton Cables Ltd,INE872E01016,BSE
GENELEC,Genelec Ltd,NA          ,BSE
ELCTRA,Electra (India) Ltd,NA          ,BSE
FCIOEN,FCI OEN Connectors Ltd,INE669B01012,BSE
SAHAKEI,Saha Keil Ltd,NA          ,BSE
DELTRON,Deltron Ltd,INE272R01011,BSE
LAKSELEC,Lakshmi Electrical Control Systems Ltd,INE284C01018,BSE
KHAITANELE,Khaitan Electricals Ltd,INE761A01019,BSE
MODULEX,Modulex Construction Technologies Ltd,INE064R01012,BSE
WESTELE,Weston Electroniks Ltd,NA          ,BSE
PUALIDM,Punjab Anand Lamp Industries Ltd,INE276B01016,BSE
DELTAMAGNT,Delta Manufacturing Ltd,INE393A01011,BSE
POLARIND,Polar Industries Ltd,INE057B01010,BSE
TATAINFOTE,Tata Infotech Ltd,INE194A01013,BSE
KARWELD,Karnataka Welding Products Ltd,NA          ,BSE
PAZEL,Pazel International Ltd,INE040N01029,BSE
INTRA,Ind Tra Deco Ltd,INE853B01020,BSE
ZBALSHYG,Balsara Hygiene Products Ltd,NA          ,BSE
LONGSPUR,Longspur International Ventures Ltd,INE180M01033,BSE
RELTD,Ravindra Energy Ltd,INE206N01018,BSE
KANUMUN,Kanumanek Trading Company Ltd,NA          ,BSE
SAMLEPU,Sam Leaseco Ltd,INE368N01024,BSE
RRP,RRP Semiconductor Ltd,INE713N01013,BSE
EMPOWER,Empower India Ltd,INE507F01023,BSE
ZTITANTR,Titan Trading & Agencies Ltd,INE353F01014,BSE
ZMULTIPU,Multipurpose Trading & Agencies Ltd,INE017P01014,BSE
TURBO,Turbotech Engineering Ltd,INE764M01018,BSE
REMISIN,Remi Sales & Engineering Ltd,INE130I01010,BSE
ZSIYARPO,Siyaram Poddar Finance & Trading Ltd,INE232P01019,BSE
RIDHISYN,Ridhi Synthetics Ltd,INE07LK01010,BSE
CHAMPFIN,Champion Finsec Ltd,INE815H01018,BSE
GRANDMA,Grandma Trading & Agencies Ltd ,INE927M01029,BSE
ZARDIINV,Ardi Investments & Trading Company Ltd,INE0LKP01014,BSE
ZOPALTRD,Opal Trading Ltd,NA          ,BSE
SOFTBPO,Softbpo Global Services Ltd,INE459E01012,BSE
ATETRMGDM,ATE Trading & Manufacturing Company Ltd ,NA          ,BSE
NYSSACORP,Nyssa Corporation Ltd,INE812K01027,BSE
FLOMIC,Flomic Global Logistics Ltd,INE952M01019,BSE
SMPLXTR,Simplex Trading & Agencies Ltd,INE518H01018,BSE
ELFTRDG,ELF Trading & Chemicals Manufacturing Ltd,NA          ,BSE
ZBALGHOL,Balgopal Holding & Traders Ltd,INE243P01016,BSE
AVTIL,AVTIL Enterprise Ltd,INE292N01018,BSE
KRISHNA,Krishna Ventures Ltd,INE537L01010,BSE
UPTOWTR,Up Town Trading & Investments Ltd,NA          ,BSE
GANHOLD,Ganesh Holdings Ltd,INE932M01011,BSE
SJCORP,SJ Corporation Ltd,INE312B01027,BSE
MALCO,Madras Aluminium Company Ltd,INE223B01026,BSE
HARSTEEL,Haryana Steel & Alloys Ltd,INE567C01016,BSE
UNIABEXAL,Uni Abex Alloy Products Ltd,INE361D01012,BSE
SARDAEN,Sarda Energy & Minerals Ltd-$,INE385C01021,BSE
SOMANI,Somani Iron & Steels Ltd,NA          ,BSE
BIHRFOC,Bihar Foundry & Castings Ltd,NA          ,BSE
ANILSPL,Anil Special Steel Industries Ltd-$,INE904B01013,BSE
BWLLTD,BWL Ltd,NA          ,BSE
BGWTATO,Bhagwati Autocast Ltd,INE106G01014,BSE
BOMBWIR,Bombay Wire Ropes Ltd,INE089T01023,BSE
CANRSTL,Canara Steel Ltd,NA          ,BSE
CHASBRT,Chase Bright Steel Ltd,NA          ,BSE
UNIVPRIM,Universal Prime Aluminium Ltd,INE621D01019,BSE
GALADA,Galada Power & Telecommunication Ltd,INE255C01018,BSE
GONTER,Gontermann Peipers India Ltd,INE530A01026,BSE
GKW,GKW Ltd,INE528A01012,BSE
GRHMFRT-B,Graham Firth Steel Products India Ltd,NA          ,BSE
GUJSTUB,Gujarat Steel Tubes Ltd,NA          ,BSE
HINDWRS,Hindustan Wires Ltd,INE075C01010,BSE
HWIREMT,Hind Wire Industries Ltd,NA          ,BSE
STRIPMT,Steel Strips Ltd,INE01RN01014,BSE
AZADIND,Azad India Mobility Ltd,INE566M01017,BSE
INFORDR,India Forge & Drop Stampings Ltd,NA          ,BSE
INDIANHUME,Indian Hume Pipe Company Ltd,INE323C01030,BSE
ZDERCOIL,Derco Cooling Coils Ltd,NA          ,BSE
INLCM,Indian Link Chain Manufacturers Ltd,INE359D01024,BSE
INDMETA-B,Indian Metals & Ferro Alloys Ltd,-,BSE
INSMT,INSMT,INE501B01017,BSE
INDWIRE-B,Indore Wire Company Ltd,NA          ,BSE
INVPRECQ,Investment & Precision Castings Ltd,INE155E01016,BSE
SUMMITSEC,Summit Securities Ltd,INE852A01016,BSE
INFORTEC,Informed Technologies India Ltd,INE123E01014,BSE
MAHINDUGIN,Mahindra Ugine Steel Company Ltd,INE850A01010,BSE
MAHELEK,Maharashtra Elektrosmelt Ltd,INE400E01016,BSE
KAIRA,Kaira Can Company Ltd,INE375D01012,BSE
MHECKMT,Mohatta & Heckel Ltd,-,BSE
ZMUSSSTL,Muzaffarnagar Steels Ltd,NA          ,BSE
PRATRAJ,PRS Steels Ltd,NA          ,BSE
ORISSASP,Orissa Sponge Iron & Steel Ltd-$,INE228D01013,BSE
ORIENTCER,Orient Ceratech Ltd-$,INE569C01020,BSE
NATIONSTD,National Standard (India) Ltd,INE166R01015,BSE
NAHARINT,Nahar International Ltd,INE360A01010,BSE
RATHIAL,Rathi Alloys & Steel Ltd,NA          ,BSE
RATHISPA,Rathi Ispat Ltd-$,INE235D01018,BSE
RATHIST,Rathi Steel & Power Ltd-$,INE336C01016,BSE
DUNCANENG,Duncan Engineering Ltd-$,INE340F01011,BSE
SANDUMA,Sandur Manganese & Iron Ores Ltd,INE149K01016,BSE
JHAGCOP,Jhagadia Copper Ltd,INE666A01028,BSE
ZSMAHISP,Shree Mahavir Ispat Ltd,NA          ,BSE
STELCOM,Steel Complex Ltd,NA          ,BSE
STOVACQ,Stovec Industries Ltd,INE755D01015,BSE
STEWARTQ,Stewarts & Lloyds of India Ltd-$,INE356D01012,BSE
TATAYODOGA,Tayo Rolls Ltd-$,INE895C01011,BSE
TINPLATE,Tinplate Company of India Ltd,INE422C01014,BSE
CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,INE149A01033,BSE
ZWELCAST,Welcast Steels Ltd,INE380G01015,BSE
VIDIRMT,Vidarbha Iron & Steel Corporation Ltd,INE392D01017,BSE
BHRKSTSER,Bhoruka Steel & Services Ltd,INE152I01014,BSE
WMINIMT,Western Ministil Ltd,INE187U01015,BSE
AUTOAXLES,Automotive Axles Ltd,INE449A01011,BSE
ATLASCYCLE,Atlas Cycles (Haryana) Ltd,INE446A01025,BSE
AUTOPRD,Automobile Products of India Ltd,INE0NY101012,BSE
ACGL,Automobile Corporation of Goa Ltd-$,INE451C01013,BSE
CLUTCHAUTO,Clutch Auto Ltd-$,INE779B01019,BSE
